"type","institutionid","collectionid","institutioncode","collectioncode","datasetname","ownerinstitutioncode","basisofrecord","informationwithheld","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","reproductivecondition","behavior","establishmentmeans","occurrencestatus","preparations","disposition","associatedmedia","othercatalognumbers","occurrenceremarks","associatedoccurrences","previousidentifications","fieldnumber","eventdate","eventtime","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","samplingprotocol","eventremarks","highergeography","continent","waterbody","islandgroup","island","country","countrycode","stateprovince","county","municipality","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","coordinateprecision","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","georeferenceremarks","identificationqualifier","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","vernacularname","nomenclaturalcode","inst_cat"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:11021","11021.0",NA,"G. D. Schnell",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1976-07-01",NA,NA,NA,"1976","7","1","1 July 1976",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Marshall",NA,"2 miles West, 0.5 mile South of Willis",NA,NA,NA,NA,NA,NA,"33.87855","-96.86528","WGS84","1454.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_11021.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:11022","11022.0",NA,"G. D. Schnell",NA,"F","Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1976-07-01",NA,NA,NA,"1976","7","1","1 July 1976",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Marshall",NA,"2 miles West, 0.5 mile South of Willis",NA,NA,NA,NA,NA,NA,"33.87855","-96.86528","WGS84","1454.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_11022.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:11023","11023.0",NA,"D. S. Wood",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1976-06-09",NA,NA,NA,"1976","6","9","9 June 1976",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Marshall",NA,"2 miles West, 0.5 mile South of Willis",NA,NA,NA,NA,NA,NA,"33.87855","-96.86528","WGS84","1454.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_11023.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:1185","1185.0",NA,"C. D. Riggs",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1954-05-15",NA,NA,NA,"1954","5","15","15 May 1954",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Marshall",NA,"Lake Texoma",NA,NA,NA,NA,NA,NA,"33.8448029","-96.7465744","WGS84","24192.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_1185.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:13140","13140.0",NA,"W. Lockard",NA,NA,NA,NA,NA,NA,"In House Loan, Specimen on Exhibit. Removed from Collections: June 2002","Mounted Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Oklahoma",NA,"Oklahoma City",NA,NA,NA,NA,NA,NA,"35.5025558","-97.591217","WGS84","13731.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_13140.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:13839","13839.0",NA,NA,NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1925-07-17",NA,NA,NA,"1925","7","17","17 July 1925",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Pushmataha",NA,"3 miles East of Tuskahoma, Kiamichi River",NA,NA,NA,NA,NA,NA,"34.6185172","-95.2247715","WGS84","4830.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_13839.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:13840","13840.0",NA,"J. B. Morehead",NA,"M",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1938-09-08",NA,NA,NA,"1938","9","8","8 September 1938",NA,NA,NA,NA,"Pelecaniformes",NA,NA,NA,"United States",NA,"Oklahoma","McClain",NA,"10 miles South of Norman",NA,NA,NA,NA,NA,NA,"35.06991","-97.45101","WGS84","16210.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Pelecaniformes","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_13840.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:16683","16683.0",NA,"G. Steely",NA,"M","Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1980-09-01",NA,NA,NA,"1980","9","1","1 September 1980",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Cleveland",NA,"Norman",NA,NA,NA,NA,NA,NA,"35.2149658","-97.4510117","WGS84","5201.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_16683.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:17758","17758.0",NA,"C. S. Wood",NA,"F",NA,NA,NA,NA,NA,"Skeleton, Spread Wing, Tail",NA,NA,NA,NA,NA,NA,NA,"1982-09-18",NA,NA,NA,"1982","9","18","18 September 1982",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Kiowa",NA,"3 miles East, 1 mile South of Snyder",NA,NA,NA,NA,NA,NA,"34.64299","-98.89887","WGS84","4310.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_17758.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:2191","2191.0",NA,"A. H. Radil",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1955-06-20",NA,NA,NA,"1955","6","20","20 June 1955",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Johnson",NA,"Reagan Federal Fish Hatchery",NA,NA,NA,NA,NA,NA,"34.351054","-96.714363","WGS84","540.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_2191.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:2566","2566.0",NA,"G. M. Sutton",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1956-05-06",NA,NA,NA,"1956","5","6","6 May 1956",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Greer",NA,"6 miles North, 1 mile East of Reed, Station Creek",NA,NA,NA,NA,NA,NA,"34.98937","-99.67701","WGS84","3122.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_2566.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:3118","3118.0",NA,"G. M. Sutton",NA,"M","Immature - Newly Hatched Chick",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1957-07-05",NA,NA,NA,"1957","7","5","5 July 1957",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Marshall",NA,"1 mile East of Willis",NA,NA,NA,NA,NA,NA,"33.8858","-96.81309","WGS84","2575.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_3118.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:4473","4473.0",NA,"J. S. Tomer",NA,NA,"Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1957-09-07",NA,NA,NA,"1957","9","7","7 September 1957",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Tulsa",NA,"5 miles Southeast of Tulsa",NA,NA,NA,NA,NA,NA,"36.08212","-95.85976","WGS84","11710.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_4473.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:5014","5014.0",NA,"J. D. Ligon",NA,NA,NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1959-08-11",NA,NA,NA,"1959","8","11","11 August 1959",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Seminole",NA,"Wewoka",NA,NA,NA,NA,NA,NA,"35.1501613","-96.4931774","WGS84","1518.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_5014.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:5304","5304.0",NA,"O. N. Sandoz",NA,"M","Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1963-09-07",NA,NA,NA,"1963","9","7","7 September 1963",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Comanche",NA,"Medicine Park",NA,NA,NA,NA,NA,NA,"34.7294693","-98.5024338","WGS84","695.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_5304.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:5491","5491.0",NA,"G. W. Dickson",NA,"M","Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1964-07-26",NA,NA,NA,"1964","7","26","26 July 1964",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Oklahoma",NA,"Oklahoma City",NA,NA,NA,NA,NA,NA,"35.5025558","-97.591217","WGS84","13731.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_5491.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:6120","6120.0",NA,"M. D. Ream",NA,"M","Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1967-09-02",NA,NA,NA,"1967","9","2","2 September 1967",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Alfalfa",NA,"Cherokee",NA,NA,NA,NA,NA,NA,"36.7514702","-98.3541584","WGS84","1504.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_6120.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:6592","6592.0",NA,"J. R. Curry",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1969-06-10",NA,NA,NA,"1969","6","10","10 June 1969",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Cleveland",NA,"Norman, Oliver's Woods",NA,NA,NA,NA,NA,NA,"35.1796313","-97.4457264","WGS84","522.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_6592.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:6680","6680.0",NA,"W. H. Knoepfli",NA,"M",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1970-05-29",NA,NA,NA,"1970","5","29","29 May 1970",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Cleveland",NA,"Norman",NA,NA,NA,NA,NA,NA,"35.2149658","-97.4510117","WGS84","5201.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_6680.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:7430","7430.0",NA,"S. C. Mery",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1972-05-02",NA,NA,NA,"1972","5","2","2 May 1972",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Washington",NA,"Bartlesville",NA,NA,NA,NA,NA,NA,"36.750988","-95.9619598","WGS84","4397.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_7430.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:7481","7481.0",NA,"M. Harden",NA,NA,"Immature",NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1973-10-11",NA,NA,NA,"1973","10","11","11 October 1973",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Cleveland",NA,"Norman",NA,NA,NA,NA,NA,NA,"35.2149658","-97.4510117","WGS84","5201.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_7481.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:8240","8240.0",NA,"C. Fleming",NA,NA,NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1925-04-29",NA,NA,NA,"1925","4","29","29 April 1925",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Cleveland",NA,"Norman",NA,NA,NA,NA,NA,NA,"35.2149658","-97.4510117","WGS84","5201.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_8240.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:8241","8241.0",NA,"J. R. Caughron",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1925-07-14",NA,NA,NA,"1925","7","14","14 July 1925",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Pushmataha",NA,"3 miles East of Tuskahoma",NA,NA,NA,NA,NA,NA,"34.6162","-95.2245","WGS84","4830.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_8241.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:8242","8242.0",NA,"J. R. Caughron",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1925-07-12",NA,NA,NA,"1925","7","12","12 July 1925",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Choctaw",NA,"2 miles Southwest of Grant, Rochuck Lake",NA,NA,NA,NA,NA,NA,"33.9217","-95.54096","WGS84","1405.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_8242.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:8243","8243.0",NA,"J. R. Caughron",NA,"M",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1925-07-03",NA,NA,NA,"1925","7","3","3 July 1925",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","McCurtain",NA,"2 mile West of Arkansas / Oklahoma Sate Line, Red River",NA,NA,NA,NA,NA,NA,"33.6448492","-94.5206165","WGS84","3768.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_8243.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:8244","8244.0",NA,"C. D. Bunker",NA,"M",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1901-07-06",NA,NA,NA,"1901","7","6","6 July 1901",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Blaine",NA,NA,NA,NA,NA,NA,NA,NA,"35.8579004","-98.420368","WGS84","39022.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_8244.0"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:8245","8245.0",NA,"G. M. Sutton",NA,"F",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"1954-04-10",NA,NA,NA,"1954","4","10","10 April 1954",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Cleveland",NA,"1 mile West of Noble",NA,NA,NA,NA,NA,NA,"35.14069","-97.40974","WGS84","4258.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_8245.0"
"specimen",NA,NA,"OMNH","Egg","Birds Eggs",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Egg:121","121",NA,"Oklahoma Wildlife Museum","3",NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.3080899","-98.7157861","WGS84","432509.0",NA,NA,NA,NA,"decimal degrees","Tamaki Yuri (SNOMNH)","2009-05-03",NA,"BioGeomancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_121"
"specimen",NA,NA,"OMNH","Egg","Birds Eggs",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Egg:122","122",NA,"J. H. Evans and G. Wells","3",NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,NA,NA,"1911-05-25",NA,NA,NA,"1911","May","25","25 May 1911",NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,"California","Sonoma",NA,"Rimon Valley",NA,NA,NA,NA,NA,NA,"38.4790764","-122.6677666","WGS84","3053.0",NA,NA,NA,NA,"decimal degrees","Kevin Epperly (UWBM)","2009-09-28",NA,"BioGeomancer",NA,"correct spelling: Rincon Valley",NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_122"
"specimen",NA,NA,"OMNH","Egg","Birds Eggs",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Egg:123","123",NA,"F. B. Armstrong","4",NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,NA,NA,"1907-04-16",NA,NA,NA,"1907","April","16","16 April 1907",NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,"Texas","Harlingen",NA,"Brownsville",NA,NA,NA,NA,NA,NA,"25.9299508","-97.4851227","WGS84","7850.0",NA,NA,NA,NA,"decimal degrees","Ruth Hotchkiss (UWBM)","2009-04-06",NA,"BioGeomancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_123"
"specimen",NA,NA,"OMNH","Egg","Birds Eggs",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Egg:124","124",NA,"F. B. Armstrong","4",NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,NA,NA,"1907-04-16",NA,NA,NA,"1907","April","16","16 April 1907",NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,"Texas","Harlingen",NA,"Brownsville",NA,NA,NA,NA,NA,NA,"25.9299508","-97.4851227","WGS84","7850.0",NA,NA,NA,NA,"decimal degrees","Ruth Hotchkiss (UWBM)","2009-04-06",NA,"BioGeomancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_124"
"specimen",NA,NA,"OMNH","Egg","Birds Eggs",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Egg:1540","1540",NA,"G. M. Sutton","6",NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,NA,NA,"1956-05-06",NA,NA,NA,"1956","May","6","6 May 1956",NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,"Oklahoma","Greer",NA,"Reed",NA,NA,NA,NA,NA,NA,"34.9023339","-99.6946191","WGS84","463.0",NA,NA,NA,NA,"decimal degrees","Tamaki Yuri (SNOMNH)","2009-05-03",NA,"BioGeomancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_1540"
"specimen",NA,NA,"OMNH","Egg","Birds Eggs",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Egg:3039","3039",NA,NA,"1",NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,NA,NA,"1970-07-11",NA,NA,NA,"1970","July","11","11 July 1970",NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,"Oklahoma","Pontotoc",NA,"Northwest of Ada, Tucker's Farm",NA,NA,NA,NA,NA,NA,"34.7551531","-96.6920471","WGS84","32303.0",NA,NA,NA,NA,"decimal degrees","Tamaki Yuri (SNOMNH)","2009-05-03",NA,"BioGeomancer",NA,"Direction only, Tucker's Farm not found",NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_3039"
