"type","institutionid","collectionid","institutioncode","collectioncode","datasetname","ownerinstitutioncode","basisofrecord","informationwithheld","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","reproductivecondition","behavior","establishmentmeans","occurrencestatus","preparations","disposition","associatedmedia","othercatalognumbers","occurrenceremarks","associatedoccurrences","previousidentifications","fieldnumber","eventdate","eventtime","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","samplingprotocol","eventremarks","highergeography","continent","waterbody","islandgroup","island","country","countrycode","stateprovince","county","municipality","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","coordinateprecision","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","georeferenceremarks","identificationqualifier","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","vernacularname","nomenclaturalcode","inst_cat"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""gonads not found"""", """"weight"""":""""120.3g"""" }""","urn:catalog:UMMZ:Birds:241926","241926","HNC B64209","Unknown",NA,"unknown","juvenile",NA,NA,"native","present","Skin, Y; Tissue, Y",NA,NA,"BD-8755,T-4448","brought in to Howell Nature Center 13 Aug.",NA,NA,NA,"2009-08-13",NA,"225","225","2009","8","13",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Oakland |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Oakland",NA,"Rochester Hills, Jason Cir","North America | U.S.A. | Michigan | Oakland",NA,NA,NA,NA,"address: 1800's of Jason Circle","42.7041918","-83.2018768","WGS84","103",NA,NA,NA,NA,NA,"Hinshaw, Janet","2009-10-05","VertNet Georeferencing Guidelines","BioGeomancer","requires verification",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_241926"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""largest ova 11 mm"""", """"weight"""":""""240 g"""" }""","urn:catalog:UMMZ:Birds:109649","109649",NA,"Engel, B D",NA,"female",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-06-12",NA,"163","163","1941","6","12",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Clare |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Clare",NA,"Farwell","North America | U.S.A. | Michigan | Clare",NA,NA,NA,NA,NA,"43.8345268","-84.8676682","WGS84","1905",NA,NA,NA,NA,NA,"Bolig , Robin","2008-12-29","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_109649"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""largest ova 4 mm"""", """"weight"""":""""236.5 g"""" }""","urn:catalog:UMMZ:Birds:109650","109650",NA,"Engel, B D",NA,"female",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-06-13",NA,"164","164","1941","6","13",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Clare |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Clare",NA,"Farwell","North America | U.S.A. | Michigan | Clare",NA,NA,NA,NA,NA,"43.8345268","-84.8676682","WGS84","1905",NA,NA,NA,NA,NA,"Bolig , Robin","2008-12-29","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_109650"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary 11 x 9 mm"""", """"weight"""":""""521.8 g"""" }""","urn:catalog:UMMZ:Birds:110348","110348",NA,"Derela, Tom",NA,"female",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-07-06",NA,"187","187","1941","7","6",NA,NA,"Trapped bird.",NA,"North America | U.S.A. | Michigan | Newaygo |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Newaygo",NA,"White Cloud","North America | U.S.A. | Michigan | Newaygo",NA,NA,NA,NA,NA,"43.5503197","-85.7719498","WGS84","1221",NA,NA,NA,NA,NA,"Bolig , Robin","2002-09-12","VertNet Georeferencing Guidelines","Topozone.com","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_110348"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary 12.0x9.0mm, 4 ruptured follicles, oviduct enl & convoluted"""", """"weight"""":""""146.0 (without wing)"""" }""","urn:catalog:UMMZ:Birds:243742","243742","HNC B114-14","Howell Nature Center",NA,"female","adult",NA,NA,"native","present","Skin, Y; Tissue, Y; Skel partial, Y",NA,NA,"BD-10089,T-5414","came in to nature center 26 April. Unknown if wing broken off when it came in or if they amputated it.",NA,NA,NA,"2014-04-27",NA,"117","117","2014","4","27",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Genesee |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Genesee",NA,"Richfield Twp, 4100's Henderson Rd","North America | U.S.A. | Michigan | Genesee",NA,NA,NA,NA,NA,"43.063949","-83.47875","WGS84","830",NA,NA,NA,NA,NA,"Hinshaw, Janet","2014-08-07","VertNet Georeferencing Guidelines","GEOLocate","requires verification",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_243742"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary 5x3"""" }""","urn:catalog:UMMZ:Birds:222152","222152",NA,"Suncoast Seabird Sanctuary",NA,"female",NA,NA,NA,"native","present","Skin, Y",NA,NA,"H9-1976-AG",NA,NA,NA,NA,"1976-09-19",NA,"263","263","1976","9","19",NA,NA,NA,NA,"North America | U.S.A. | Florida | Pinellas |  |  |  |","North America",NA,NA,NA,"United States","US","Florida","Pinellas",NA,"Saint Petersburg, 2425 Burlington Avenue","North America | U.S.A. | Florida | Pinellas",NA,NA,NA,NA,NA,"27.7708597","-82.6793778","WGS84","5075",NA,NA,NA,NA,NA,"Murphy , Daniel","2008-11-07","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_222152"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary 5x4 mm"""" }""","urn:catalog:UMMZ:Birds:91282","91282","NAW 516","Wood, Norman A",NA,"female","adult",NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1937-05-15",NA,"135","135","1937","5","15",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Livingston |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Livingston",NA,"Portage Lake","North America | U.S.A. | Michigan | Livingston",NA,NA,NA,NA,NA,"42.4281349","-83.9114456","WGS84","1785",NA,NA,NA,NA,NA,"Bolig , Robin","2002-11-06","VertNet Georeferencing Guidelines","Topozone.com","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_91282"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary drawing [10 x 3 mm]"""", """"tail"""":""""61 mm"""", """"tarsus"""":""""50 mm"""", """"wing"""":""""chord 178 mm"""", """"weight"""":""""229.6 g"""" }""","urn:catalog:UMMZ:Birds:107373","107373",NA,"Hatt, Henry",NA,"female",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-14",NA,"226","226","1941","8","14",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Van Buren |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Van Buren",NA,"Almena Twp, S14, Wolf Lake Fish Hatchery","North America | U.S.A. | Michigan | Van Buren",NA,NA,NA,NA,NA,"42.2928","-85.78897","WGS84","608",NA,NA,NA,NA,NA,"Hinshaw, Janet","2012-07-19","VertNet Georeferencing Guidelines","Geolocate","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107373"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary drawing [5 x 2.5 mm]"""", """"tail"""":""""68 mm"""", """"tarsus"""":""""51 mm"""", """"wing"""":""""chord 180 mm"""", """"weight"""":""""204.2 g"""" }""","urn:catalog:UMMZ:Birds:107351","107351",NA,"Lydell, Claude",NA,"female",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-07-29",NA,"210","210","1941","7","29",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Kent",NA,"Comstock Park, State Fish Hatchery","North America | U.S.A. | Michigan | Kent",NA,NA,NA,NA,NA,"43.0445545","-85.661602","WGS84","2470",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for Comstock Park",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107351"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary drawing [6 x 2.5 mm]"""", """"tail"""":""""65 mm"""", """"tarsus"""":""""54 mm"""", """"wing"""":""""chord 182 mm"""", """"weight"""":""""198.7 g"""" }""","urn:catalog:UMMZ:Birds:107352","107352",NA,"Lydell, Claude",NA,"female",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-22",NA,"234","234","1941","8","22",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Kent",NA,"Comstock Park, State Fish Hatchery","North America | U.S.A. | Michigan | Kent",NA,NA,NA,NA,NA,"43.0445545","-85.661602","WGS84","2470",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for Comstock Park",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107352"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary drawing [6 x 3 mm]"""", """"molt"""":""""body underparts streaked (= immature)"""", """"tail"""":""""64 mm"""", """"tarsus"""":""""51 mm"""", """"wing"""":""""chord 180 mm"""", """"weight"""":""""209.5 g"""" }""","urn:catalog:UMMZ:Birds:107356","107356",NA,"Scully, James",NA,"female","immature",NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-26",NA,"238","238","1941","8","26",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Hillsdale |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Hillsdale",NA,"Hillsdale, 1 mi E, State Fish Hatchery","North America | U.S.A. | Michigan | Hillsdale",NA,NA,NA,NA,NA,"41.9245042","-84.6077728","WGS84","2926",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-15","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for just 1 mile east of Hillsdale",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107356"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary drawing [6.5 x 2.5 mm]"""", """"tail"""":""""64 mm"""", """"tarsus"""":""""53 mm"""", """"wing"""":""""chord 183 mm"""", """"weight"""":""""271.3 g"""" }""","urn:catalog:UMMZ:Birds:107355","107355",NA,"Scully, James",NA,"female",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-25",NA,"237","237","1941","8","25",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Hillsdale |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Hillsdale",NA,"Hillsdale, 1 mi E, State Fish Hatchery","North America | U.S.A. | Michigan | Hillsdale",NA,NA,NA,NA,NA,"41.9245042","-84.6077728","WGS84","2926",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-15","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for just 1 mile east of Hillsdale",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107355"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary drawing [7 x 3 mm]"""", """"tail"""":""""66 mm"""", """"tarsus"""":""""51 mm"""", """"wing"""":""""chord 184 mm"""", """"weight"""":""""236.8 g"""" }""","urn:catalog:UMMZ:Birds:107372","107372",NA,"Marks, J G",NA,"female",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-22",NA,"234","234","1941","8","22",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Van Buren |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Van Buren",NA,"Almena Twp, S14, Wolf Lake Fish Hatchery","North America | U.S.A. | Michigan | Van Buren",NA,NA,NA,NA,NA,"42.2928","-85.78897","WGS84","608",NA,NA,NA,NA,NA,"Hinshaw, Janet","2012-07-19","VertNet Georeferencing Guidelines","Geolocate","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107372"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""ovary well developed"""", """"totalLength"""":""""18.1"""""""", """"wing"""":""""7"""""""" }""","urn:catalog:UMMZ:Birds:118463","118463","WGF 425","Fargo, William G",NA,"female","immature",NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1925-08-09",NA,"221","221","1925","8","9",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Jackson |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Jackson",NA,"Tompkins Twp","North America | U.S.A. | Michigan | Jackson",NA,NA,NA,NA,NA,"42.3770609","-84.5421981","WGS84","7014",NA,NA,NA,NA,NA,"Spinei , Derek","2008-02-01","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_118463"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes 1x4mm"""" }""","urn:catalog:UMMZ:Birds:239117","239117",NA,"Detroit Zoological Park",NA,"male","nestling",NA,NA,"native","present","Skin, Y",NA,NA,"BD-6081","wild bird from zoo grounds",NA,NA,NA,"2003-06-27",NA,"178","178","2003","6","27",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Oakland |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Oakland",NA,"Royal Oak, Detroit Zoo grounds","North America | U.S.A. | Michigan | Oakland",NA,NA,NA,NA,NA,"42.4762752","-83.1562042","WGS84","719",NA,NA,NA,NA,NA,"Gurnick , Sarah","2007-12-03","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_239117"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes 3x2"""" }""","urn:catalog:UMMZ:Birds:74786","74786","NAW 421","Wood, Norman A",NA,"male","immature",NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1934-08-06",NA,"218","218","1934","8","6",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Livingston |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Livingston",NA,"Portage Lake","North America | U.S.A. | Michigan | Livingston",NA,NA,NA,NA,NA,"42.4281349","-83.9114456","WGS84","1785",NA,NA,NA,NA,NA,"Bolig , Robin","2002-11-06","VertNet Georeferencing Guidelines","Topozone.com","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_74786"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes 4 x 2 mm"""" }""","urn:catalog:UMMZ:Birds:74785","74785","NAW 434","Wood, Norman A",NA,"male","adult",NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1934-08-28",NA,"240","240","1934","8","28",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Livingston |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Livingston",NA,"Portage Lake","North America | U.S.A. | Michigan | Livingston",NA,NA,NA,NA,NA,"42.4281349","-83.9114456","WGS84","1785",NA,NA,NA,NA,NA,"Bolig , Robin","2002-11-06","VertNet Georeferencing Guidelines","Topozone.com","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_74785"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes 4x1.5"""", """"weight"""":""""126.7g"""" }""","urn:catalog:UMMZ:Birds:233973","233973",NA,"Unknown",NA,"male","juvenile",NA,NA,"native","present","Tissue, Y; Skin, Y; Syrinx, Y",NA,NA,"BD-3003,T-842",NA,NA,NA,NA,"1994",NA,NA,NA,"1994",NA,NA,"rec'd 15 Sept 1994",NA,NA,NA,"North America | U.S.A. | Michigan |  |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan",NA,NA,"[Southeast]","North America | U.S.A. | Michigan",NA,NA,NA,NA,NA,"42.2122452","-84.0014648","WGS84","83456",NA,NA,NA,NA,NA,"Hinshaw, Janet","2008-03-27","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_233973"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes drawing [L 2.5 x 2, R 2.5 x 2 mm]"""", """"tail"""":""""66 mm"""", """"tarsus"""":""""52 mm"""", """"wing"""":""""chord 186 mm"""", """"weight"""":""""205.7 g"""" }""","urn:catalog:UMMZ:Birds:107420","107420",NA,"Hatt, Henry",NA,"male",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-06",NA,"218","218","1941","8","6",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Van Buren |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Van Buren",NA,"Almena Twp, S14, Wolf Lake Fish Hatchery","North America | U.S.A. | Michigan | Van Buren",NA,NA,NA,NA,NA,"42.2928","-85.78897","WGS84","608",NA,NA,NA,NA,NA,"Hinshaw, Janet","2012-07-19","VertNet Georeferencing Guidelines","Geolocate","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107420"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes drawing [L 3 x 1.5, R 3 x 1.5 mm]"""", """"molt"""":""""body underparts streaked (= immature)"""", """"tail"""":""""67 mm"""", """"tarsus"""":""""52 mm"""", """"wing"""":""""chord 189 mm"""", """"weight"""":""""273.4 g"""" }""","urn:catalog:UMMZ:Birds:107357","107357",NA,"Scully, James",NA,"male","immature",NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-26",NA,"238","238","1941","8","26",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Hillsdale |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Hillsdale",NA,"Hillsdale, 1 mi E, State Fish Hatchery","North America | U.S.A. | Michigan | Hillsdale",NA,NA,NA,NA,NA,"41.9245042","-84.6077728","WGS84","2926",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-15","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for just 1 mile east of Hillsdale",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107357"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes drawing [L 3.5 x 1.5, R 3 x 1.5 mm]"""", """"tail"""":""""65 mm"""", """"tarsus"""":""""53 mm"""", """"wing"""":""""chord 182 mm"""", """"weight"""":""""231.2 g"""" }""","urn:catalog:UMMZ:Birds:107300","107300",NA,"Marks, J G",NA,"male",NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-22",NA,"234","234","1941","8","22",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Van Buren |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Van Buren",NA,"Almena Twp, S14, Wolf Lake Fish Hatchery","North America | U.S.A. | Michigan | Van Buren",NA,NA,NA,NA,NA,"42.2928","-85.78897","WGS84","608",NA,NA,NA,NA,NA,"Hinshaw, Janet","2012-07-19","VertNet Georeferencing Guidelines","Geolocate","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107300"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L 3x1, R 4x1"""", """"parasites"""":""""nematodes in stomach"""", """"weight"""":""""168.6"""" }""","urn:catalog:UMMZ:Birds:235075","235075",NA,"Mizerowski, Katy",NA,"male","immature",NA,NA,"managed","present","Syrinx, Y; Tissue, Y; Skin, Y",NA,NA,"BD-3917,T-2031","Brought in to Bird Rescue 15 July, held in captivity until death.",NA,NA,NA,"1996-08-05",NA,"218","218","1996","8","5",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Washtenaw |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Washtenaw",NA,"no specific locality","North America | U.S.A. | Michigan | Washtenaw",NA,NA,NA,NA,NA,"42.2540303","-83.837982","WGS84","31725",NA,NA,NA,NA,NA,"Hinshaw, Janet","2009-07-06","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_235075"
