"inst_cat","institutioncode","catalognumber","key","eventdate","latitude","longitude","name","collectioncode","source"
"mvz_52904","MVZ","52904","urn:occurrence:Arctos:MVZ:Bird:52904:474433","1924-05-24","32.4169","-115.14084","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_151588","MVZ","151588","urn:occurrence:Arctos:MVZ:Bird:151588:1215447","1926-06-30","41.00194","-72.44639","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_52076","MVZ","52076","urn:occurrence:Arctos:MVZ:Bird:52076:1783268","1928-03-11","32.4169","-115.14084","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_137698","MVZ","137698","urn:occurrence:Arctos:MVZ:Bird:137698:649073","1957-06-25","18.4283333333","-95.0908333333","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_99194","MVZ","99194","urn:occurrence:Arctos:MVZ:Bird:99194:309342","1918-09-02","39.1857","-93.8802","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_126085","MVZ","126085","urn:occurrence:Arctos:MVZ:Bird:126085:1187604","1952-08-23","16.8969444444","-99.9536111111","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_126086","MVZ","126086","urn:occurrence:Arctos:MVZ:Bird:126086:212553","1952-08-23","16.8969444444","-99.9536111111","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_164304","MVZ","164304","urn:occurrence:Arctos:MVZ:Bird:164304:1634977","1971-05-24","33.750693","-96.555155","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_152914","MVZ","152914","urn:occurrence:Arctos:MVZ:Bird:152914:399456","1964-04-24","29.94389","-106.96306","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_64639","MVZ","64639","urn:occurrence:Arctos:MVZ:Bird:64639:1333281","1934-05-07","34.925","-114.64222","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_64640","MVZ","64640","urn:occurrence:Arctos:MVZ:Bird:64640:34439","1934-05-07","34.925","-114.64222","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_52905","MVZ","52905","urn:occurrence:Arctos:MVZ:Bird:52905:1633227","1928-06-12","32.4169","-115.14084","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_144293","MVZ","144293","urn:occurrence:Arctos:MVZ:Bird:144293:979469","1926-06-30","41.00194","-72.44639","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_12001","MVZ","12001","urn:occurrence:Arctos:MVZ:Bird:12001:1624010","1888-07-01/1888-07-31","40.9478","-90.3711","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_77799","MVZ","77799","urn:occurrence:Arctos:MVZ:Bird:77799:1331861","1939-08-25","38.90292","-119.69908","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_77798","MVZ","77798","urn:occurrence:Arctos:MVZ:Bird:77798:1710841","1939-08-24","38.90292","-119.69908","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_6187","MVZ","6187","urn:occurrence:Arctos:MVZ:Bird:6187:1614417","1896-06-05","38.34631","-121.52793","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_106712","MVZ","106712","urn:occurrence:Arctos:MVZ:Bird:106712:1844669","1926-06-13","38.3276554","-122.5155881","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_127179","MVZ","127179","urn:occurrence:Arctos:MVZ:Bird:127179:756418","1921-08-06","42.5","-71.58","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_99193","MVZ","99193","urn:occurrence:Arctos:MVZ:Bird:99193:1132466","1923-05-07","36.321904","-119.305529","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_124325","MVZ","124325","urn:occurrence:Arctos:MVZ:Bird:124325:1013278","1951-07-07","38.9302293","-122.6289447","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_99191","MVZ","99191","urn:occurrence:Arctos:MVZ:Bird:99191:868646","1923-08-15","35.327624","-120.86382","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_1098","MVZ","1098","urn:occurrence:Arctos:MVZ:Bird:1098:880282","1908-04-26","33.5719174","-116.0727189","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12651","MVZ","12651","urn:occurrence:Arctos:MVZ:Bird:12651:1720940","1910-05-09","32.7239512","-114.7169331","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_144294","MVZ","144294","urn:occurrence:Arctos:MVZ:Bird:144294:1170004","1925-09-11","41.09778","-72.10389","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_23371","MVZ","23371","urn:occurrence:Arctos:MVZ:Bird:23371:1040553","1912-07-10","38.57644","-121.46185","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_764","MVZ","764","urn:occurrence:Arctos:MVZ:Bird:764:774593","1908-04-03","33.5719174","-116.0727189","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_789","MVZ","789","urn:occurrence:Arctos:MVZ:Bird:789:1711373","1908-04-11","33.5719174","-116.0727189","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_790","MVZ","790","urn:occurrence:Arctos:MVZ:Bird:790:1697795","1908-04-17","33.5719174","-116.0727189","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_81200","MVZ","81200","urn:occurrence:Arctos:MVZ:Bird:81200:187605","1922-07-07","35.1881396","-119.286876","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_85513","MVZ","85513","urn:occurrence:Arctos:MVZ:Bird:85513:188180","1942-02-10","13.31667","-88.06667","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_87867","MVZ","87867","urn:occurrence:Arctos:MVZ:Bird:87867:1772185","1938-11-10","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_91173","MVZ","91173","urn:occurrence:Arctos:MVZ:Bird:91173:776970","1937-08-18","36.804902","-121.78668","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_94553","MVZ","94553","urn:occurrence:Arctos:MVZ:Bird:94553:1842956","1946-04-11","36.961201","-120.0595","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_108957","MVZ","108957","urn:occurrence:Arctos:MVZ:Bird:108957:1340232","1937-11-01","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109310","MVZ","109310","urn:occurrence:Arctos:MVZ:Bird:109310:933795","1958-03-12","17.6519444444","-99.5263888888","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109311","MVZ","109311","urn:occurrence:Arctos:MVZ:Bird:109311:603304","1942-12-07","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109315","MVZ","109315","urn:occurrence:Arctos:MVZ:Bird:109315:746519","1944-03-11","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_99196","MVZ","99196","urn:occurrence:Arctos:MVZ:Bird:99196:349545","1921-01-14","26.9345","-80.0941","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_31678","MVZ","31678","urn:occurrence:Arctos:MVZ:Bird:31678:1463643","1897-08-11","34.1480466","-118.1321065","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_54820","MVZ","54820","urn:occurrence:Arctos:MVZ:Bird:54820:637709","1929-09-03","23.05","-109.6833","Butorides virescens frazari","Bird specimens","vertnet"
"mvz_56330","MVZ","56330","urn:occurrence:Arctos:MVZ:Bird:56330:975123","1900-09-15","34.021346","-118.32748","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_158040","MVZ","158040","urn:occurrence:Arctos:MVZ:Bird:158040:1368474","1967-09-18","8.18333","-77.68333","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_108959","MVZ","108959","urn:occurrence:Arctos:MVZ:Bird:108959:939584","1937-11-27","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_124351","MVZ","124351","urn:occurrence:Arctos:MVZ:Bird:124351:1489801","1951-08-14","31.1705","-83.4414","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_74758","MVZ","74758","urn:occurrence:Arctos:MVZ:Bird:74758:569666","1936-03-28","30.61667","-110.99472","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_31676","MVZ","31676","urn:occurrence:Arctos:MVZ:Bird:31676:698619","1895-08-31","34.1480466","-118.1321065","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_144295","MVZ","144295","urn:occurrence:Arctos:MVZ:Bird:144295:1801011","1925-07-31","40.89972","-72.3325","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_144300","MVZ","144300","urn:occurrence:Arctos:MVZ:Bird:144300:420703","1935-03-12","37.141354","-121.00479","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_6186","MVZ","6186","urn:occurrence:Arctos:MVZ:Bird:6186:1613161","1896-06-04","38.472516","-121.507775","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_99192","MVZ","99192","urn:occurrence:Arctos:MVZ:Bird:99192:133404","1923-05-07","36.321904","-119.305529","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_99195","MVZ","99195","urn:occurrence:Arctos:MVZ:Bird:99195:691671","1921-03-21","26.9345","-80.0941","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_75202","MVZ","75202","urn:occurrence:Arctos:MVZ:Bird:75202:412764","1923-08-14","42.44135","-76.46625","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_184109","MVZ","184109","urn:occurrence:Arctos:MVZ:Bird:184109:1920245","2004-05-25","37.938651","-122.025029","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_184108","MVZ","184108","urn:occurrence:Arctos:MVZ:Bird:184108:1920244","2004-06-26","37.955735","-121.967997","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_184106","MVZ","184106","urn:occurrence:Arctos:MVZ:Bird:184106:1920122","2004-06-15","38.009347","-121.791411","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_184107","MVZ","184107","urn:occurrence:Arctos:MVZ:Bird:184107:1918502","2004-05-24","37.95538","-121.96951","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_23372","MVZ","23372","urn:occurrence:Arctos:MVZ:Bird:23372:947419","1912-07-10","38.57644","-121.46185","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_68775","MVZ","68775","urn:occurrence:Arctos:MVZ:Bird:68775:1405538","1936-06-23","37.470304","-122.139139","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_127178","MVZ","127178","urn:occurrence:Arctos:MVZ:Bird:127178:1033369","1911-07-13","41.74","-70.59","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_144296","MVZ","144296","urn:occurrence:Arctos:MVZ:Bird:144296:355948","1925-07-27","41.04667","-72.1675","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_144297","MVZ","144297","urn:occurrence:Arctos:MVZ:Bird:144297:558233","1925-07-13","40.79194","-73.54028","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_184111","MVZ","184111","urn:occurrence:Arctos:MVZ:Bird:184111:1920246","2004-07-19/2007-07-19","37.763582","-122.254312","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_183928","MVZ","183928","urn:occurrence:Arctos:MVZ:Bird:183928:104985","2008-09-09","37.78853","-122.39853","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_182798","MVZ","182798","urn:occurrence:Arctos:MVZ:Bird:182798:468963","2003-07-30","37.903031","-121.601159","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12645","MVZ","12645","urn:occurrence:Arctos:MVZ:Bird:12645:787343","1910-04-29","32.8231","-114.4932","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12646","MVZ","12646","urn:occurrence:Arctos:MVZ:Bird:12646:1074297","1910-04-27","32.8231","-114.4932","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12647","MVZ","12647","urn:occurrence:Arctos:MVZ:Bird:12647:945177","1910-04-28","32.8231","-114.4932","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12648","MVZ","12648","urn:occurrence:Arctos:MVZ:Bird:12648:1243679","1910-05-04","32.7654","-114.52854","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12649","MVZ","12649","urn:occurrence:Arctos:MVZ:Bird:12649:1377124","1910-05-05","32.7239512","-114.7169331","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_12650","MVZ","12650","urn:occurrence:Arctos:MVZ:Bird:12650:890434","1910-05-09","32.7239512","-114.7169331","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_144298","MVZ","144298","urn:occurrence:Arctos:MVZ:Bird:144298:1757236","1923-03-24","26.9576","-82.0691","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_31677","MVZ","31677","urn:occurrence:Arctos:MVZ:Bird:31677:841017","1896-05-12","34.1480466","-118.1321065","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_791","MVZ","791","urn:occurrence:Arctos:MVZ:Bird:791:1095671","1908-04-11","33.5719174","-116.0727189","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_792","MVZ","792","urn:occurrence:Arctos:MVZ:Bird:792:296189","1908-04-18","33.5719174","-116.0727189","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_91172","MVZ","91172","urn:occurrence:Arctos:MVZ:Bird:91172:150293","1895-12-15","36.9727366","-122.0248532","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_90404","MVZ","90404","urn:occurrence:Arctos:MVZ:Bird:90404:1199198","1935-09-29","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109309","MVZ","109309","urn:occurrence:Arctos:MVZ:Bird:109309:631260","1938-01-25","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109307","MVZ","109307","urn:occurrence:Arctos:MVZ:Bird:109307:916168","1937-11-29","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109308","MVZ","109308","urn:occurrence:Arctos:MVZ:Bird:109308:1303509","1938-01-10","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109312","MVZ","109312","urn:occurrence:Arctos:MVZ:Bird:109312:1025646","1943-12-01","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109314","MVZ","109314","urn:occurrence:Arctos:MVZ:Bird:109314:389465","1944-01-17","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109316","MVZ","109316","urn:occurrence:Arctos:MVZ:Bird:109316:1469489","1938-02-15","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_4495","MVZ","4495","urn:occurrence:Arctos:MVZ:Bird:4495:819074","1862-04-18","32.7323723","-117.1115783","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_31675","MVZ","31675","urn:occurrence:Arctos:MVZ:Bird:31675:1378409","1904-05-20","34.132612","-117.852357","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_56331","MVZ","56331","urn:occurrence:Arctos:MVZ:Bird:56331:870625","1908-07-21","37.5997589","-121.6553232","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_87866","MVZ","87866","urn:occurrence:Arctos:MVZ:Bird:87866:1442670","1936-06-30","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_108958","MVZ","108958","urn:occurrence:Arctos:MVZ:Bird:108958:1182846","1937-11-27","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109313","MVZ","109313","urn:occurrence:Arctos:MVZ:Bird:109313:1144650","1944-01-09","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_109306","MVZ","109306","urn:occurrence:Arctos:MVZ:Bird:109306:281542","1937-11-29","17.5513888888","-99.5008333333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_21571","MVZ","21571","urn:occurrence:Arctos:MVZ:Bird:21571:702329","1912-06-20","37.060514","-120.84778","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_90406","MVZ","90406","urn:occurrence:Arctos:MVZ:Bird:90406:157098","1939-06-26","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_90405","MVZ","90405","urn:occurrence:Arctos:MVZ:Bird:90405:1206302","1938-08-28","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_184110","MVZ","184110","urn:occurrence:Arctos:MVZ:Bird:184110:1920104","2004-06-01","37.88428","-122.26767","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_127180","MVZ","127180","urn:occurrence:Arctos:MVZ:Bird:127180:1486819","1927-08-20","42.09","-70.7","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_87868","MVZ","87868","urn:occurrence:Arctos:MVZ:Bird:87868:1227888","1940-08-15","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_175203","MVZ","175203","urn:occurrence:Arctos:MVZ:Bird:175203:340488","1967-09-20","8.18333","-77.68333","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_25514","MVZ","25514","urn:occurrence:Arctos:MVZ:Bird:25514:240392","1914-08-29","37.767378","-120.864695","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_7698","MVZ","7698","urn:occurrence:Arctos:MVZ:Bird:7698:1725969","1818-06-20/1999-02-04","37.45587","-122.186478","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_156787","MVZ","156787","urn:occurrence:Arctos:MVZ:Bird:156787:1106500","1965-10-09","5.56217","-87.03467","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_71283","MVZ","71283","urn:occurrence:Arctos:MVZ:Bird:71283:632457","1937-04-30","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_69495","MVZ","69495","urn:occurrence:Arctos:MVZ:Bird:69495:772796","1936-08-10","36.4814","-121.0361","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_119253","MVZ","119253","urn:occurrence:Arctos:MVZ:Bird:119253:1595058","1948-09-06","30.6","-108.083333","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_142410","MVZ","142410","urn:occurrence:Arctos:MVZ:Bird:142410:1043314","1958-10-04","15.4","-89.74163","Butorides virescens virescens","Bird specimens","vertnet"
"mvz_115365","MVZ","115365","urn:occurrence:Arctos:MVZ:Bird:115365:1406031","1948-03-19","21.53944","-105.28528","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71290","MVZ","71290","urn:occurrence:Arctos:MVZ:Bird:71290:1747790","1937-05-14","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_151589","MVZ","151589","urn:occurrence:Arctos:MVZ:Bird:151589:586901","1927-05-08","37.053124","-120.64307","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71289","MVZ","71289","urn:occurrence:Arctos:MVZ:Bird:71289:1841856","1937-05-08","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71287","MVZ","71287","urn:occurrence:Arctos:MVZ:Bird:71287:767724","1937-05-08","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71294","MVZ","71294","urn:occurrence:Arctos:MVZ:Bird:71294:75704","1937-05-19","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71285","MVZ","71285","urn:occurrence:Arctos:MVZ:Bird:71285:368516","1937-04-30","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71288","MVZ","71288","urn:occurrence:Arctos:MVZ:Bird:71288:1619421","1937-05-08","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_135392","MVZ","135392","urn:occurrence:Arctos:MVZ:Bird:135392:849395","1957-06-09","28.7080373639","-106.08889","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71291","MVZ","71291","urn:occurrence:Arctos:MVZ:Bird:71291:310137","1937-05-16","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_47870","MVZ","47870","urn:occurrence:Arctos:MVZ:Bird:47870:1143663","1926-04-14","31","-114.866667","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_118437","MVZ","118437","urn:occurrence:Arctos:MVZ:Bird:118437:814129","1949-08-17","41.1604001","-124.1323646","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71286","MVZ","71286","urn:occurrence:Arctos:MVZ:Bird:71286:568280","1937-05-05","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71284","MVZ","71284","urn:occurrence:Arctos:MVZ:Bird:71284:1303981","1937-04-30","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_144299","MVZ","144299","urn:occurrence:Arctos:MVZ:Bird:144299:543616","1927-05-08","37.053124","-120.64307","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_79400","MVZ","79400","urn:occurrence:Arctos:MVZ:Bird:79400:212698","1940-09-01","39.47361","-118.8512","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_45337","MVZ","45337","urn:occurrence:Arctos:MVZ:Bird:45337:1595309","1924-05-11","40.1903286","-122.2252066","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_69494","MVZ","69494","urn:occurrence:Arctos:MVZ:Bird:69494:698873","1936-08-01","36.4814","-121.0361","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71293","MVZ","71293","urn:occurrence:Arctos:MVZ:Bird:71293:61471","1937-05-19","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_71292","MVZ","71292","urn:occurrence:Arctos:MVZ:Bird:71292:595873","1937-05-18","33.1714","-115.5697","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_87394","MVZ","87394","urn:occurrence:Arctos:MVZ:Bird:87394:1708846","1942-09-21","41.1604001","-124.1323646","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_135393","MVZ","135393","urn:occurrence:Arctos:MVZ:Bird:135393:129428","1957-06-11","28.7080373639","-106.08889","Butorides virescens anthonyi","Bird specimens","vertnet"
"mvz_3622","MVZ","3622","urn:occurrence:Arctos:MVZ:Egg:3622:406170","1925-08-01","13.31667","-88.06667","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4506","MVZ","4506","urn:occurrence:Arctos:MVZ:Egg:4506:1557409","1917-06-08","41.5003","-81.1667","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_1661","MVZ","1661","urn:occurrence:Arctos:MVZ:Egg:1661:178439","1894-06-15","37.1167","-94.3092","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4594","MVZ","4594","urn:occurrence:Arctos:MVZ:Egg:4594:1157636","1930-05-05","39.4351","-121.5358","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4501","MVZ","4501","urn:occurrence:Arctos:MVZ:Egg:4501:1572429","1928-05-27","41.71416667","-89.32861111","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_13169","MVZ","13169","urn:occurrence:Arctos:MVZ:Egg:13169:1014734","1921-04-02","30.6554","-81.7258","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_13170","MVZ","13170","urn:occurrence:Arctos:MVZ:Egg:13170:1330781","1921-04-02","30.6554","-81.7258","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_13171","MVZ","13171","urn:occurrence:Arctos:MVZ:Egg:13171:1816486","1921-04-02","30.6554","-81.7258","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_13167","MVZ","13167","urn:occurrence:Arctos:MVZ:Egg:13167:528901","1921-04-02","30.6554","-81.7258","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_2131","MVZ","2131","urn:occurrence:Arctos:MVZ:Egg:2131:551942","1895-04-26","29.6514","-82.325","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4498","MVZ","4498","urn:occurrence:Arctos:MVZ:Egg:4498:690402","1918-05-23","39.6006","-82.9461","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4593","MVZ","4593","urn:occurrence:Arctos:MVZ:Egg:4593:412487","1916-05-14","41.0783","-84.7266","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_14086","MVZ","14086","urn:occurrence:Arctos:MVZ:Egg:14086:2034918","1954-04-25","37.003088","-121.573743","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_7389","MVZ","7389","urn:occurrence:Arctos:MVZ:Egg:7389:1184756","1912-05-05","38.0700698","-122.5356765","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_13168","MVZ","13168","urn:occurrence:Arctos:MVZ:Egg:13168:1845408","1921-04-02","30.6554","-81.7258","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_2663","MVZ","2663","urn:occurrence:Arctos:MVZ:Egg:2663:1054749","1904-05-25","41.7805","-71.4383","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4505","MVZ","4505","urn:occurrence:Arctos:MVZ:Egg:4505:126986","1903-04-15","32.0014","-81.0833","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4510","MVZ","4510","urn:occurrence:Arctos:MVZ:Egg:4510:1721669","1911-07-16","31.7231","-110.1878","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_5011","MVZ","5011","urn:occurrence:Arctos:MVZ:Egg:5011:1771495","1931-04-19","36.9815809","-121.4605127","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_7387","MVZ","7387","urn:occurrence:Arctos:MVZ:Egg:7387:1423146","1915-05-23","40.08611111","-88.51277778","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_2132","MVZ","2132","urn:occurrence:Arctos:MVZ:Egg:2132:314182","1895-04-27","29.6514","-82.325","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_4511","MVZ","4511","urn:occurrence:Arctos:MVZ:Egg:4511:963078","1906-01-01/1906-12-31","36.9746516","-122.0068146","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_3619","MVZ","3619","urn:occurrence:Arctos:MVZ:Egg:3619:1607656","1910-06-03","42.33","-71.12","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_7390","MVZ","7390","urn:occurrence:Arctos:MVZ:Egg:7390:720703","1931-04-18","35.655531","-120.37127","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_1660","MVZ","1660","urn:occurrence:Arctos:MVZ:Egg:1660:707293","1894-05-11","37.1057","-94.3122","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_1962","MVZ","1962","urn:occurrence:Arctos:MVZ:Egg:1962:1333847","1921-05-11","36.1893","-94.5564","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_3621","MVZ","3621","urn:occurrence:Arctos:MVZ:Egg:3621:665328","1922-07-06","35.1881396","-119.286876","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
"mvz_4500","MVZ","4500","urn:occurrence:Arctos:MVZ:Egg:4500:1024765","1925-05-24","39.0475","-74.7643","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_13172","MVZ","13172","urn:occurrence:Arctos:MVZ:Egg:13172:51494","1921-04-06","30.6554","-81.7258","Butorides virescens virescens","Bird eggs/nests","vertnet"
"mvz_1792","MVZ","1792","urn:occurrence:Arctos:MVZ:Egg:1792:1194175","1919-05-07","37.645409","-120.496478","Butorides virescens anthonyi","Bird eggs/nests","vertnet"
