"inst_cat","institutioncode","catalognumber","key","eventdate","latitude","longitude","name","collectioncode","source"
"ypm_ypm orn 104540","ypm","ypm orn 104540","b491ffad-6089-45ab-ba0a-af1766be21a8",NA,"41.7667","-73.7","butorides virescens","vz","idigbio"
"mcz_334813","mcz","334813","b4e10a62-370b-44cd-91f9-6b9ddd0a6777","1890-04-23","31.4979859","-81.420681","butorides virescens","orn","idigbio"
"mmnh_20030","mmnh","20030","b5340e81-f02e-4178-a84c-9f504024991f","1961-06-16",NA,NA,"butorides virescens","bird","idigbio"
"uwbm_40818","uwbm","40818","b5c0f0e7-b00b-4ad5-9ca9-64a990341818","1985-08-22","44.76677","-85.5824875","butorides virescens","bird","idigbio"
"ncsm_16575","ncsm","16575","b623088f-033b-4000-a5c0-6060c7cf6f41",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"dmns_6886","dmns","6886","b72449de-de47-4256-b3f0-4930236e9090","1917-05-09","32.247417","-80.780217","butorides virescens","bird specimens","idigbio"
"cumv_38621","cumv","38621","b7497ef0-7de3-47d2-bcf1-8198f7d4ce36","1964-03-31","27.176592","-81.36306","butorides virescens","bird specimens","idigbio"
"mcz_996","mcz","996","b7d2e05a-c55e-443d-9d8f-1efa3f61292c","1859-01-01/1859-12-31",NA,NA,"butorides virescens","orn","idigbio"
"mmnh_20727","mmnh","20727","b8d71b1d-6813-43f1-a319-ff3da0549199","1962-01-15",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_20042","mmnh","20042","b9aac4ac-2a2e-49bf-ac6f-132aafb356ea","1961-09-24",NA,NA,"butorides virescens","bird","idigbio"
"mlz_39476","mlz","39476","b9badeab-636e-4ccc-aba3-b2911234a1b2","1944-05-18","21.599933","-97.660237","butorides virescens","bird specimens","idigbio"
"mmnh_12902","mmnh","12902","bb947471-690c-46b0-b54f-bb13df263bd9","1956-08-17",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11541","nysm","zo-11541","bc19dd63-4525-4544-a2d9-74bb27a30f80","1897-04-13","32.763465","-79.837914","butorides virescens","zo","idigbio"
"mlz_32266","mlz","32266","bc7088db-bcd1-439d-9bfa-66c007136034","1942-01-03","20.678402","-101.346541","butorides virescens","bird specimens","idigbio"
"mmnh_12345","mmnh","12345","bcd2aab9-75b4-4408-ad5c-ed1d8fc675c6","1956-08-24",NA,NA,"butorides virescens","bird","idigbio"
"kstc_b-238","kstc","b-238","bcfd00a9-c224-4704-a19b-e273a81d4998","6/18/1953",NA,NA,"butorides virescens","birdsgeneral","idigbio"
"dmns_5959","dmns","5959","bd7c001d-125d-4ee8-aa7e-7d1446e3a406","1915-04-29","30.07722","-99.24","butorides virescens","bird specimens","idigbio"
"mlz_45504","mlz","45504","be7a1eff-1fee-4d70-ae40-4bf1731e326c","1947-02-09","16.350166","-95.335095","butorides virescens","bird specimens","idigbio"
"nysm_zo-7983","nysm","zo-7983","bea95b99-d314-40f7-885a-e5c102639a8c",NA,NA,NA,"butorides virescens","zo","idigbio"
"uwbm_58981","uwbm","58981","beedc3cb-ef17-4b15-8ae4-79ee9da39ee2","8888","44.540121","-123.3676014","butorides virescens","bird","idigbio"
"uwbm_34286","uwbm","34286","befdaef4-f564-471f-8ae8-d985ebf55d2c","1912-04-09","40.0474601","-75.4377937","butorides virescens","bird","idigbio"
"wfvz_28812","wfvz","28812","bf491be1-828b-46f8-bd88-6bc57443f07f","1933-01-09",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_20069","mmnh","20069","bf6a12e9-20f2-4413-908b-0307eeb962cc","1961-12-08",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_21649","mmnh","21649","bfee80cf-8c69-4485-ba67-b46f04289378","1963-10-20",NA,NA,"butorides virescens","bird","idigbio"
"omnh_5304.0","omnh","5304.0","c0571d0a-1500-4ba3-b57c-7f38bb35e5ed","1963-09-07","34.7294693","-98.5024338","butorides virescens","birds","idigbio"
"uwbm_34128","uwbm","34128","c0d6e34d-2a44-483a-8cb6-46ba57e85c8b","1981-07-31","33.4222685","-111.8226402","butorides virescens","bird","idigbio"
"mlz_50411","mlz","50411","c17e10a9-203a-40fe-9019-b18c204a82f7","1949-06-25","27.678417","-105.171362","butorides virescens","bird specimens","idigbio"
"crcm_60-39","crcm","60-39","c1c0fc01-5653-4c17-8336-5576ee7bbcb1","1958-07-14",NA,NA,"butorides virescens","birds","idigbio"
"cumv_53519","cumv","53519","c1e30ea1-0104-42e7-be36-44bd2055d2ba","2009-09-10","43.084559","-76.705987","butorides virescens","bird specimens","idigbio"
"mmnh_20027","mmnh","20027","c20ec73d-e6d9-4d51-801d-9cd1990d6fd0","1961-12-18",NA,NA,"butorides virescens","bird","idigbio"
"hsu_916","hsu","916","c210b456-eb01-4e55-81c9-5b37f91d85a2","1962-11-08",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"dmnh_83620","dmnh","83620","c29d90ba-6d82-4df9-95b6-20413bc1a606","1999-08-26","39.7146478","-75.7324076","butorides virescens","bird","idigbio"
"mlz_59081","mlz","59081","c2c9558d-bf81-417b-8a22-e63804043d5d","1955-01-25","17.274182","-100.695039","butorides virescens","bird specimens","idigbio"
"wfvz_43272","wfvz","43272","c2dd5b69-826b-4494-9375-888a6c958de6","1985-10-18",NA,NA,"butorides virescens","bird","idigbio"
"cumv_53168","cumv","53168","c3c4cdf7-91cc-44ad-8f77-ac6d44c71caa","2009-08-21",NA,NA,"butorides virescens","bird specimens","idigbio"
"ypm_ypm orn 109812","ypm","ypm orn 109812","c3e0d749-3558-4101-8ecc-7673ca58f69d","1978-09-14","41.2103","-73.1197","butorides virescens","vz","idigbio"
"uwbm_4818","uwbm","4818","c47e6bfc-c90f-466a-8a62-76f019be7f37","1879-04-15","28.7217542","-81.434269","butorides virescens","bird","idigbio"
"omnh_1185.0","omnh","1185.0","c488c15f-2dc1-4f25-a0aa-e6cb74c1eadc","1954-05-15","33.8448029","-96.7465744","butorides virescens","birds","idigbio"
"mmnh_13271","mmnh","13271","c4a8dedd-1e44-426e-9b7c-65be49defcb0","1957-07-28",NA,NA,"butorides virescens","bird","idigbio"
"psm_bird-20427","psm","bird-20427","c64574cc-466a-45d0-a3fe-a2d129e797e0","1993-07-10","47.0378741","-122.9006951","butorides virescens","bird","idigbio"
"ypm_ypm orn 109814","ypm","ypm orn 109814","c653a5cd-981a-4c23-a6a9-960d9db8daf1","1978-09-14","41.2103","-73.1197","butorides virescens","vz","idigbio"
"mmnh_1947","mmnh","1947","c6cdfc41-43f1-42b0-9448-774f6c8bb17a","1875-09-08",NA,NA,"butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 583","ohio state university - bird division, columbus, oh (osum)","osum birds e 583","c80e6ac2-de1c-4bc2-81aa-c47aebf31631",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"ypm_ypm orn 103359","ypm","ypm orn 103359","c8116779-fa7f-468e-b3b9-14311b099ec3","1969-07-26","41.2222","-73.0569","butorides virescens","vz","idigbio"
"sbmnh_6892","sbmnh","6892","c8249e43-19c9-4c27-892b-7e47e7e2279b","1998-05-18","34.4472222","-119.7702778","butorides virescens","av","idigbio"
"ncsm_6147","ncsm","6147","c82825dd-0078-4dc9-aa22-6f35c9df7a94",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"wfvz_205504","wfvz","205504","c863241e-65f5-4d7b-9195-f8bbb4f7b94c","1907-06-13",NA,NA,"butorides virescens","eggs","idigbio"
"ummz_20832","ummz","20832","c8afff1b-fc7b-4683-a759-5df1a5a0664b",NA,NA,NA,"butorides virescens","birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4315","ohio state university - bird division, columbus, oh (osum)","osum birds e 4315","c8e2fb48-bcd8-472c-a07e-60815ea91b08",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds tb 1222","ohio state university - bird division, columbus, oh (osum)","osum birds tb 1222","c9068baf-e9f5-4b0c-9dd5-38cf87588aa2",NA,"0","0","butorides virescens","birds","idigbio"
"wfvz_205544","wfvz","205544","c90de87c-93b6-49da-8327-aaf7895bf0fc","1896-05-27",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20072","mmnh","20072","c9a9021a-541b-44f8-915f-b37d532cdb9b","1963-04-21",NA,NA,"butorides virescens","bird","idigbio"
"omnh_22998.0","omnh","22998.0","ca39b295-f774-4ee8-8c85-9157f2942889","1933-10-01",NA,NA,"butorides virescens","birds","idigbio"
"ypm_ypm orn 109818","ypm","ypm orn 109818","cafca64c-fe4b-4909-98f4-044a73681ef6","1978-09-11","41.2222","-73.0569","butorides virescens","vz","idigbio"
"dmns_657","dmns","657","cb8d19fc-9cea-43b7-a9ea-4648f63b9c0f","1917-05-11","32.421215","-80.823032","butorides virescens","bird eggs/nests","idigbio"
"nysm_zo-1870","nysm","zo-1870","cb954317-6ceb-4761-9eb5-ba2a05dc2619","1940-08-02",NA,NA,"butorides virescens","zo","idigbio"
"nysm_zo-2105","nysm","zo-2105","cb9cd1ca-ac6c-442d-a23b-e349ef0a16fb","1917-05-26","42.6425","-73.74333","butorides virescens","zo","idigbio"
"crcm_57-17","crcm","57-17","cbddfa87-e31c-4444-93de-141033fb64b5","1955-06-30","33.938286","-78.383024","butorides virescens","birds","idigbio"
"sdnhm_15122","sdnhm","15122","cbfe7613-7f4b-4021-b0fd-f80cc4aa8619","1930-06-16","22.8871296","-109.912211","butorides virescens","birds","idigbio"
"wfvz_205517","wfvz","205517","cc843cea-bb92-402d-97ff-49c98929e358","1909-05-20",NA,NA,"butorides virescens","eggs","idigbio"
"ypm_ypm orn 109816","ypm","ypm orn 109816","cca31b18-8e39-4a57-ab69-b78fd7c5c299","1978-09-11","41.2222","-73.0569","butorides virescens","vz","idigbio"
"hsu_7939","hsu","7939","ccd5c599-a32b-408f-9ff9-d71fa4944426","1990",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"dmns_16973","dmns","16973","cd07ee05-6b7e-464b-91f1-772efc446c9c","1935-03-04","18.20306","-67.14","butorides virescens","bird specimens","idigbio"
"wfvz_205515","wfvz","205515","cd20dbee-b9e8-451a-b838-0fce40cfec6c","1927-06-01",NA,NA,"butorides virescens","eggs","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4339","ohio state university - bird division, columbus, oh (osum)","osum birds e 4339","cd764296-c6d1-40c1-b7fa-b3646f3ac637",NA,"37.5481","-77.4468","butorides virescens","birds","idigbio"
"wfvz_9827","wfvz","9827","cd814449-7d60-4617-8d30-ffc0e0d08d98","1917-05-05","36.5707836","-119.6120796","butorides virescens","bird","idigbio"
"wfvz_7031","wfvz","7031","cd8240b0-7071-441d-8d2d-bc1f9d7408d1","1961-08-14","17.0224512","-95.0335494","butorides virescens","bird","idigbio"
"psm_bird-12277","psm","bird-12277","cde586d9-aded-4099-bb75-944b7e88d4ce",NA,"40.7999992","-96.6669922","butorides virescens","bird","idigbio"
"uwbm_45382","uwbm","45382","ce680203-a7c7-484a-9f09-148b12e794fe","1897-05-05","43.6772098","-95.1549261","butorides virescens","bird","idigbio"
"ypm_ypm orn 104539","ypm","ypm orn 104539","ceb63d84-46d9-4377-83db-eb610695d43a",NA,"41.7667","-73.7","butorides virescens","vz","idigbio"
"nysm_zo-6743","nysm","zo-6743","cee6cb16-e279-4e35-9ab3-11a8962cec6b","1878-05-01",NA,NA,"butorides virescens","zo","idigbio"
"ncsm_2972","ncsm","2972","cfd164da-d27f-4330-abe2-c1ef1baf758e",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"ypm_ypm orn 129768","ypm","ypm orn 129768","d0007970-ee8b-433f-b6f7-6b765c7efcc7","1919-05-23","41.5325546","-81.1156235","butorides virescens","vz","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 1607","ohio state university - bird division, columbus, oh (osum)","osum birds e 1607","d069629c-5923-49b0-b68d-7ad820eb1a72",NA,"39.65","-82.9833","butorides virescens","birds","idigbio"
"hsu_9500","hsu","9500","d0c14997-762d-4fc4-b3fa-5f068bbc7987","2012-06-06",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"pmns_orn000839","pmns","orn000839","d10a4c12-b938-46c9-a2ae-2edccc9a3880","1939-08-23",NA,NA,"butorides virescens","birds","idigbio"
"ccber_29565","ccber","29565","d12514af-6cc5-4487-b11e-d119978dee63",NA,NA,NA,"butorides virescens","birds","idigbio"
"mlz_35617","mlz","35617","d1944d34-c6c1-4c50-849b-0be5565aee4a","1943-03-10","19.236793","-96.3797","butorides virescens","bird specimens","idigbio"
"psm_bird-05401","psm","bird-05401","d1bee99e-27d5-4323-bfc3-27778d1527f2","1954-08-05","45.4562159","-123.8440137","butorides virescens","bird","idigbio"
"wfvz_205493","wfvz","205493","d1f4879d-b46b-490e-8f12-35305f1822d0","1899",NA,NA,"butorides virescens","eggs","idigbio"
"nysm_zo-10118","nysm","zo-10118","d1fff414-5c74-4679-833c-9d4f53a251d0",NA,NA,NA,"butorides virescens","zo","idigbio"
"wfvz_205548","wfvz","205548","d21264c1-00f6-457c-a470-be6526474e6b","1894-06-06",NA,NA,"butorides virescens","eggs","idigbio"
"psm_bird-22444","psm","bird-22444","d21a715f-1389-4806-8a8c-783c9d95f3d6","1998-07-31","46.9812063","-123.6026629","butorides virescens","bird","idigbio"
"mlz_47441","mlz","47441","d2a07a07-e56a-40b3-9717-e6b65e3038a9","1948-02-09","16.208576","-94.159932","butorides virescens","bird specimens","idigbio"
"wfvz_12737","wfvz","12737","d2d98d4a-2a23-4063-b328-772fea369adc","1943-09-29","27.5819244","-109.928893","butorides virescens","bird","idigbio"
"dmns_1165","dmns","1165","d3237d2a-820b-412e-a936-106eb3d6e56d","1905-05-18",NA,NA,"butorides virescens","bird eggs/nests","idigbio"
"mmnh_20071","mmnh","20071","d3249eba-8f11-4b03-b67a-c8cf3cf9790c","1962-05-27",NA,NA,"butorides virescens","bird","idigbio"
"pmns_orn006910","pmns","orn006910","d388bce6-3fe6-4d33-9014-8531058f4740","1939-05-12",NA,NA,"butorides virescens","birds","idigbio"
"omnh_8244.0","omnh","8244.0","d3941a9c-bf47-494c-8850-a0e4ffa34d0d","1901-07-06","35.8579004","-98.420368","butorides virescens","birds","idigbio"
"nysm_zo-2109","nysm","zo-2109","d3ff2932-1a1e-498d-adb1-3946bedddac3","1926-08-28","41.146324","-72.290293","butorides virescens","zo","idigbio"
"mmnh_20063","mmnh","20063","d4b76060-7eb4-4e19-afdc-790b6f87dd0d","1962-05-27",NA,NA,"butorides virescens","bird","idigbio"
"ncsm_21845","ncsm","21845","d5197a90-67a6-4681-8350-b3b62315ea4c",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"mmnh_20036","mmnh","20036","d524e111-50bb-4bec-8775-3f27318d921f","1962-08-21",NA,NA,"butorides virescens","bird","idigbio"
"uwbm_27020","uwbm","27020","d53a9feb-be12-41a3-acda-5caf9f6dac83","1923-05-15","36.1434198","-95.9326171","butorides virescens","bird","idigbio"
"pmns_orn000829","pmns","orn000829","d54603ad-cae4-4aa9-809b-ba065ffc0299","1939-08-19",NA,NA,"butorides virescens","birds","idigbio"
"psm_bird-02546","psm","bird-02546","d5499819-2b30-4315-94a8-8de6f8d17924","1947-08-09","45.489578","-122.569863","butorides virescens","bird","idigbio"
"mlz_18215","mlz","18215","d575982b-fbf7-4f4a-a570-407dd9a906fe","1937-03-30","24.396714","-106.761199","butorides virescens","bird specimens","idigbio"
"mlz_47663","mlz","47663","d5865623-5dfc-4402-a3b3-a47686eef82b","1948-03-18","21.543737","-105.284581","butorides virescens","bird specimens","idigbio"
"nysm_zo-11530","nysm","zo-11530","d5c0a5d4-e66b-426f-8f8e-7baf5f51c9d5","1906-05-04","17.149297","-88.404438","butorides virescens","zo","idigbio"
"wfvz_205563","wfvz","205563","d5eabb6a-3d40-41b6-9831-ee7d8950ecf7","1941-05-03",NA,NA,"butorides virescens","eggs","idigbio"
"mlz_50410","mlz","50410","d62d36e8-c9ca-407c-84da-d126a9840044","1949-06-25","27.678417","-105.171362","butorides virescens","bird specimens","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 580","ohio state university - bird division, columbus, oh (osum)","osum birds e 580","d64da0a6-ef84-454d-9e30-c21b3c879b38",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"mmnh_21647","mmnh","21647","d6935e1b-acb6-4b7e-8ed7-a8466d1a4ed5","1962-09-21",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_211490","wfvz","211490","d696c390-f2e6-4af5-ab7f-63f162356224","1876-05-03",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205490","wfvz","205490","d6f97704-58a6-4192-a63d-0894d7ffa6dc","1893-05-29",NA,NA,"butorides virescens","eggs","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds tb 144","ohio state university - bird division, columbus, oh (osum)","osum birds tb 144","d744876b-3a75-4ec6-aa00-554ed116f8f0",NA,"0","0","butorides virescens","birds","idigbio"
"sbmnh_1700","sbmnh","1700","d7748874-1b07-430c-a1da-5673e4487f2a","1970-05-01","34.4194444","-119.6630556","butorides virescens","av","idigbio"
"wfvz_205510","wfvz","205510","d782ba38-7b63-4d28-a3d9-164d353b0e0b","1920-05-05",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20060","mmnh","20060","d7973683-f08f-498d-9cec-a06bc7f1c325","1962-01-28",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_34717","mmnh","34717","d7b53f7a-48bc-46c6-9cf5-b7ea9f22319f","1975-04-15",NA,NA,"butorides virescens","bird","idigbio"
"mlz_59079","mlz","59079","d7f95fb1-e8be-4fa6-b7bd-8dff42a38b08","1955-01-27","17.035368","-100.109503","butorides virescens","bird specimens","idigbio"
"dmns_42307","dmns","42307","d865c0fe-c923-40f5-9378-8a887d5549ec","1992-06-04","29.9938888889","-90.2416666667","butorides virescens","bird specimens","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4335","ohio state university - bird division, columbus, oh (osum)","osum birds e 4335","d9098ee3-d273-4385-b35c-50d5bf2790b9",NA,"40.2503","-83.0002","butorides virescens","birds","idigbio"
"mmnh_20031","mmnh","20031","d91af871-3f8c-4b8a-a5dc-2f609a356fb1","1962-04-06",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_20075","mmnh","20075","d9c35672-80ce-445f-9012-1c14461606a4","1963-04-20",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_20035","mmnh","20035","d9caf5f2-3dee-4262-a0a5-2991f63a920e","1963-03-26",NA,NA,"butorides virescens","bird","idigbio"
"mlz_41491","mlz","41491","da050acb-6d34-4299-aab6-cf1be4fdca60","1945-10-06","22.372571","-99.293315","butorides virescens","bird specimens","idigbio"
"uwbm_85260","uwbm","85260","da0f8449-13d0-4049-86ac-3b6392523c87","2005-05-19","47.598","-122.19","butorides virescens","bird","idigbio"
"sdnhm_51417","sdnhm","51417","db0d896e-d4ef-4b94-80a8-b604f4c38ea8","2006-10-24","32.7267382","-117.0791157","butorides virescens","birds","idigbio"
"wfvz_205554","wfvz","205554","db301a66-833a-46cd-8d80-6356cf7b8747","1919-05-27","32.776512","-116.992351","butorides virescens","eggs","idigbio"
"mmnh_8731","mmnh","8731","db657f41-5cb4-4279-9840-aba8d2885a2f",NA,NA,NA,"butorides virescens","bird","idigbio"
"dmns_7350","dmns","7350","dbb93979-31cc-459c-85dc-98c10b888919","1917-05-02",NA,NA,"butorides virescens","bird specimens","idigbio"
"wfvz_205513","wfvz","205513","dbbb43a8-1ba1-4740-9ec2-029be1d97dee","1914-05-26",NA,NA,"butorides virescens","eggs","idigbio"
"ypm_ypm orn 107569","ypm","ypm orn 107569","dc33c168-1ac3-4bf7-b0cc-51bd6ee8b728","1975-09-09","38.0667","-75.3667","butorides virescens","vz","idigbio"
"ypm_ypm orn 109813","ypm","ypm orn 109813","dc8ed138-82f5-44bf-8dcb-179246b96ac3","1978-09-14","41.2103","-73.1197","butorides virescens","vz","idigbio"
"wfvz_54971","wfvz","54971","dcc509a7-c2b9-4d53-986e-8b74b7a80951","2004-12-23",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205560","wfvz","205560","dd337d89-4832-4db7-9ca0-59e249204564","1897-06-03",NA,NA,"butorides virescens","eggs","idigbio"
"ummz_28778","ummz","28778","dd48d12d-8482-45c4-a6c0-6f0b2a8726be",NA,NA,NA,"butorides virescens","birds","idigbio"
"kstc_jr-30","kstc","jr-30","dd64c311-0dd7-44f4-80dd-615f9723426e","5/13/1964",NA,NA,"butorides virescens","johnredmond","idigbio"
"pmns_orn001852","pmns","orn001852","dd6a0a31-96a7-4946-b2b0-c6106b6af3db","1942-10-20",NA,NA,"butorides virescens","birds","idigbio"
"pmns_orn003612","pmns","orn003612","de63b959-b5f1-4e83-91e0-f307ffbad852","1947-08-19",NA,NA,"butorides virescens","birds","idigbio"
"omnh_21081.0","omnh","21081.0","dede83eb-2dec-499c-bc35-9e67a69f1d3b",NA,NA,NA,"butorides virescens","birds","idigbio"
"cas_92035","cas","92035","df80d638-baf3-4aa2-9bac-29602de88308",NA,NA,NA,"butorides virescens","orn","idigbio"
"msu_8508cw","msu","8508cw","e027f3d2-a88c-4eee-9bdd-2f674c692440",NA,NA,NA,"butorides virescens","or","idigbio"
"ypm_ypm orn 121353","ypm","ypm orn 121353","e18bc7e8-ccfb-4729-8233-ea52a93d97b0",NA,"41.3333","-71.8833","butorides virescens","vz","idigbio"
"mlz_59080","mlz","59080","e1e5ae06-0e72-4990-ae6a-c1a63b42b5a4","1955-01-21","17.274182","-100.695039","butorides virescens","bird specimens","idigbio"
"mlz_56422","mlz","56422","e223b629-20d6-4967-8b4c-4d6d9023df97","1954-01-24","19.09516","-102.505473","butorides virescens","bird specimens","idigbio"
"wfvz_205503","wfvz","205503","e2e53378-b2f6-4ecd-b7aa-2d1e18516135","1909-05-20",NA,NA,"butorides virescens","eggs","idigbio"
"omnh_12071.0","omnh","12071.0","e3630dbd-4856-45a7-9440-742be9b91f24","1972-05-30",NA,NA,"butorides virescens","birds","idigbio"
"nysm_zo-11536","nysm","zo-11536","e41018f1-c183-4702-b66b-f7798cae9ab1","1909-04-15",NA,NA,"butorides virescens","zo","idigbio"
"dmns_135","dmns","135","e47f2160-f410-49ef-93d5-d4f0567568b5","1897-04-15","32.762973","-79.837266","butorides virescens","bird eggs/nests","idigbio"
