"","barcodevalue","basisofrecord","bed","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","country","countrycode","county","datecollected","datemodified","dqs","earliestageorloweststage","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","gbif_cannonicalname","gbif_genus","gbif_specificepithet","gbif_taxonid","genus","latitude","longitude","group","hasImage","highertaxon","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","recordnumber","recordset","name","specificepithet","stateprovince","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody","prov","inst_cat"
"333",NA,"preservedspecimen",NA,"16902","aves","ncsm-birds",NA,NA,NA,NA,"north america","united states","usa","onslow",1991-08-04 00:00:00,"2015-03-11T01:55:37.122000+00:00","0.283333333333333",NA,NA,NA,NA,"ae83f0dc53339fceddd668707eaafd779d30124e",NA,NA,NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"ncsm","http://grbio.org/cool/aasf-rm4s",NA,"animalia",NA,NA,NA,NA,NA,"swansboro, hammocks beach state park",NA,NA,NA,NA,NA,NA,NA,"e4b84502-cd0e-4f05-b119-c8c89e5bf432",NA,"chordata",NA,"4438ad00-6ba8-4900-8793-3b5c182150b4","butorides virescens","virescens","north carolina",NA,"64b5bb6b-1121-4226-8d13-dffd71db5112",NA,NA,NA,NA,"idigbio","ncsm_16902"
"334",NA,"preservedspecimen",NA,"89976","aves","bird","urn:lsid:biocol.org:col:34966",NA,"s. a. rohwer","green heron","north america","united states","usa","fort bend",2009-04-30 00:00:00,"2015-03-12T17:08:57.289000+00:00","0.466666666666667",NA,NA,NA,NA,"ef608fee7c9ea20061b2ce3c51090458f3eb62f8","2009-04-30","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","29.5702","-95.9407",NA,"FALSE","animalia | chordata | aves | ciconiiformes | ardeidae |  | butorides","1",NA,"uwbm","urn:lsid:biocol.org:col:34878",NA,"animalia",NA,NA,NA,NA,NA,"texas: fort bend county; orchard, 2.5 mi s, 1 mi e; 29°34.21'n 95°56.44'w",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:uwbm:bird:89976","pelecaniformes","chordata",NA,"1ea148f3-17d9-4af8-b49f-bb17affe24d8","butorides virescens","virescens","texas",NA,"64c7b637-58fd-42df-a764-d946a1456d9e","30 april 2009","united states of america | texas | fort bend |  |  | texas: fort bend county; orchard, 2.5 mi s, 1 mi e; 29°34.21'n 95°56.44'w; large shallow reservoir surrounded by open pasture and brushy shallow ditches with water",NA,NA,"idigbio","uwbm_89976"
"335",NA,"preservedspecimen",NA,"bird-04909","aves","bird",NA,NA,"h. m. dubois",NA,"north america","united states","usa","clackamas",1935-08-19 00:00:00,"2015-02-22T04:57:36.257000+00:00","0.416666666666667",NA,NA,NA,NA,"aa3354c090b566fb25db83ebbe6c6d7dc03d0d53","1935-08-19","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","45.298921","-122.359863",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"clackamas river",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-04909","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","oregon",NA,"6509ca74-971c-46cd-a11c-20648ab8199d",NA,"usa | oregon | clackamas | clackamas river",NA,NA,"idigbio","psm_bird-04909"
"336",NA,"preservedspecimen",NA,"205500","aves","eggs",NA,NA,"isaac arnow","green heron","north america","united states","usa","camden",1903-05-27 00:00:00,"2015-03-10T02:14:47.811000+00:00","0.4",NA,NA,NA,NA,"eb4b1dd6132021340ab288740b7d8f4695f2d08a","1903-05-27","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205500","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","georgia",NA,"653d89bb-43e7-4ca9-b000-a32d62e57c2e",NA,"usa | georgia | camden",NA,NA,"idigbio","wfvz_205500"
"337",NA,"preserved specimen",NA,"8241.0","aves","birds",NA,NA,"j. r. caughron","green heron","north america","united states","usa","pushmataha",1925-07-14 00:00:00,"2014-06-25T20:17:31.870000+00:00","0.4",NA,NA,NA,NA,"10a56bd20aca30c9bbe41bfe7f26435e4e99c551","1925-07-14","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","34.6162","-95.2245",NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"3 miles east of tuskahoma",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:8241","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","oklahoma",NA,"6553a574-5785-4a14-909e-cda4c8b7cd6b","14 july 1925",NA,NA,NA,"idigbio","omnh_8241.0"
"338",NA,"preservedspecimen",NA,"2817","aves","birds",NA,NA,"whooten, g.; cutler, scott m.","green-backed heron","north america","united states","usa","el paso",2011-07-01 00:00:00,"2015-02-22T00:37:37.329000+00:00","0.433333333333333",NA,NA,NA,NA,"1d986131b4734b02bceb9d694fff30e4857d398f","2011-07-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","pelecaniformes | ardeidae | butorides",NA,NA,"utep","http://grbio.org/cool/gq95-3z97",NA,"animalia",NA,NA,NA,NA,NA,"6720 gato rd., el paso",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:utep:birds:2817","pelecaniformes","chordata","18 july 2011","15b5a0a1-3883-4789-a351-294f00282137","butorides virescens","virescens","texas",NA,"659a267c-1456-4525-a1be-0af09ec7b219",NA,"united states of america | texas | el paso | 6720 gato rd., el paso",NA,NA,"idigbio","utep_2817"
"339",NA,"preservedspecimen",NA,"5146","aves","ncsm-birds",NA,NA,NA,NA,"north america","united states","usa","wake",1976-05-08 00:00:00,"2015-03-11T01:42:21.891000+00:00","0.283333333333333",NA,NA,NA,NA,"cd9137ca0b15cfccec0ada59a3912f6efa52865f",NA,NA,NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"ncsm","http://grbio.org/cool/aasf-rm4s",NA,"animalia",NA,NA,NA,NA,NA,"crabtree creek",NA,NA,NA,NA,NA,NA,NA,"bb622fe5-45e5-4f54-ad60-08b5f1cf6aa2",NA,"chordata",NA,"4438ad00-6ba8-4900-8793-3b5c182150b4","butorides virescens","virescens","north carolina",NA,"65cdd592-b289-47de-baa9-770812eaf030",NA,NA,NA,NA,"idigbio","ncsm_5146"
"340",NA,"preservedspecimen",NA,"20041","aves","bird",NA,NA,"dickerman",NA,"north america","mexico","mex",NA,1961-08-04 00:00:00,"2015-03-10T09:53:52.649000+00:00","0.383333333333333",NA,NA,NA,NA,"dc4654925e6fd3d59839ca96179a0a41d4fe60ba","1961-08-04","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"ca. 1mi s, 2mi e of tlacotalpan",NA,NA,NA,NA,NA,NA,NA,"f31921ac-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"665806bd-159c-45d2-9bb3-62fb49f0d849",NA,"undefined | mexico | veracruz | ca. 1mi s, 2mi e of tlacotalpan",NA,NA,"idigbio","mmnh_20041"
"341",NA,"preservedspecimen",NA,"7030","aves","bird",NA,NA,"gardner, a.l.",NA,"north america","mexico","mex",NA,1961-03-13 00:00:00,"2015-03-10T01:41:58.836000+00:00","0.416666666666667",NA,NA,NA,NA,"81d6de8a428f787e4606c40b899cdac8f7016518","1961-03-13","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","15.5858579","-93.0601764",NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"pijijiapan, 20 km se",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:7030","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","chiapas",NA,"67ba4fae-90e2-45a1-b97c-6b78dce45c5c","13 mar 1961","north america | mexico | chiapas | pijijiapan, 20 km se",NA,NA,"idigbio","wfvz_7030"
"342",NA,"preservedspecimen",NA,"1699","aves","av",NA,NA,NA,NA,"north america","united states","usa","santa barbara",1970-04-20 00:00:00,"2015-02-21T09:22:26.536000+00:00","0.383333333333333",NA,NA,NA,NA,"96f031badd7686e2b97c87c9c26c08a073177af4","1970-04-20","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","34.4241667","-119.7811111",NA,"FALSE","animalia:chordata:aves:ciconiiformes:ardeidae:butorides","1",NA,"sbmnh","urn:lsid:biocol.org:col:34834",NA,"animalia",NA,NA,NA,NA,NA,"santa barbara; hope ranch, via huerto",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:sbmnh:av:1699","pelecaniformes","chordata",NA,"9d8ced48-62c5-4ce0-99e7-a03550c674c0","butorides virescens","virescens","california",NA,"67bb9861-164b-4d4e-a15e-595714742092",NA,"north america; united states; california; santa barbara county; ; ; ;",NA,NA,"idigbio","sbmnh_1699"
"343",NA,"preservedspecimen",NA,"85213","aves","bird","http://grbio.org/cool/ywsm-eq6q",NA,"tri-state bird rescue",NA,"north america","united states","usa","cumberland",2004-08-14 00:00:00,"2015-03-10T08:34:30.374000+00:00","0.45",NA,NA,NA,NA,"3f54f248418eea6df0e2cc1058ecd2ef29cc496d","2004-08-14","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"dmnh","http://biocol.org/urn:lsid:biocol.org:col:34940",NA,"animalia",NA,NA,NA,NA,NA,"bridgeton, 481 marlboro rd.",NA,NA,NA,NA,NA,NA,NA,"a38595fc-c591-11e3-acd2-03413f76937f","pelecaniformes","chordata","tsbr 04-1896","605bb19b-7564-4e6d-a5df-8ec841d68ba0","butorides virescens","virescens","new jersey",NA,"67e1b2de-8435-4ed8-b606-91bf167cf673","14aug2004","north america | usa | new jersey | cumberland | bridgeton, 481 marlboro rd.",NA,NA,"idigbio","dmnh_85213"
"344",NA,"preservedspecimen",NA,"9412","aves","bird",NA,NA,"rook, w.",NA,"north america","mexico","mex",NA,1962-10-01 00:00:00,"2015-03-10T01:14:01.950000+00:00","0.416666666666667",NA,NA,NA,NA,"6cade1346483c9f5ce53ab958c73e65610d2aecd","1962-10-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","16.0841628","-91.7501492",NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"tierra blanca",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:9412","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","chiapas",NA,"6845c558-16df-4f0a-bb98-a65f621ed166","01 oct 1962","north america | mexico | chiapas | tierra blanca",NA,NA,"idigbio","wfvz_9412"
"345",NA,"preservedspecimen",NA,"20064","aves","bird",NA,NA,"dickerman",NA,"north america","mexico","mex",NA,1962-05-23 00:00:00,"2015-03-10T09:54:26.843000+00:00","0.383333333333333",NA,NA,NA,NA,"6863719342c92eb26c286a9cdec0188a62704fa6","1962-05-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"laguna sta. maria del oro",NA,NA,NA,NA,NA,NA,NA,"f3243f24-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","nayarit",NA,"684aab70-2325-4497-bab9-4638d1d115b6",NA,"undefined | mexico | nayarit | laguna sta. maria del oro",NA,NA,"idigbio","mmnh_20064"
"346",NA,"preservedspecimen",NA,"20029","aves","bird",NA,NA,"dickerman",NA,"north america","mexico","mex",NA,1961-06-29 00:00:00,"2015-03-10T09:58:57.092000+00:00","0.383333333333333",NA,NA,NA,NA,"40cf5d0b434d24fe444bbb3c20198040802f2834","1961-06-29","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"3.5mi e of tlacotalpan",NA,NA,NA,NA,NA,NA,NA,"f318fb50-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"686e16b6-0286-4fa8-859c-3f3fb082cb1d",NA,"undefined | mexico | veracruz | 3.5mi e of tlacotalpan",NA,NA,"idigbio","mmnh_20029"
"347",NA,"preservedspecimen",NA,"60-40","aves","birds",NA,NA,"swanson, carl","green heron","north america","united states","usa","wahkiakum",1958-07-14 00:00:00,"2015-04-09T16:23:45.494000+00:00","0.45",NA,NA,NA,NA,"9970ad13f7c9a4aff94f6ceec4988713455368cd","1958-07-14","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","aves | ciconiiformes | ardeidae",NA,NA,"crcm","urn:lsid:biocol.org:col:34938",NA,"animalia",NA,NA,NA,NA,NA,"e. little island, puget island, wahkiakum co, wash.",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:crcm:birds:60-40","pelecaniformes","chordata",NA,"311c3a01-c824-4a85-8771-fcc3f353619b","butorides virescens","virescens","washington",NA,"68bbdee0-3549-42d6-8f72-15ef3334eff0","14-jul-1958","north america | united states | washington | wahkiakum | puget island | columbia river | e. little island, puget island, wahkiakum co, wash.",NA,"columbia river","idigbio","crcm_60-40"
"348",NA,"preservedspecimen",NA,"zo-6937","aves","zo",NA,NA,"latham, roy c.",NA,"north america","united states","usa","suffolk",1929-05-06 00:00:00,"2015-02-22T10:50:55.927000+00:00","0.433333333333333",NA,NA,NA,NA,"05a63537792376f0bda2a1efcbaaa616fb8e35b2","1929-05-06","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","41.146324","-72.290293",NA,"FALSE","animalia | chordata | aves | [not recorded] | ardeidae | butorides","1",NA,"nysm","urn:lsid:biocol.org:col:35009",NA,"animalia",NA,NA,NA,NA,NA,"southold twp.  orient.",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:nysm:zo:zo-6937","pelecaniformes","chordata",NA,"a8f0fbaf-68b3-4e73-83d7-24d238ac966d","butorides virescens","virescens","new york",NA,"68be6c5e-b861-4030-bdaa-ae1b395e9b04","1929-05-06","usa | new york | suffolk | southold twp.  orient.",NA,"north atlantic ocean","idigbio","nysm_zo-6937"
"349",NA,"preservedspecimen",NA,"11430","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1933-04-30 00:00:00,"2015-01-06T21:58:23.019000+00:00","0.4",NA,NA,NA,NA,"a5f3948878ccf550ffb4833e21b1b16bcab9818e","1933-04-30","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","26.42985","-108.217795",NA,"FALSE","animalia chordata aves ciconiiformes ardeidae","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"yecorato",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:mlz:bird:11430:1663253","pelecaniformes","chordata","17376","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","sinaloa",NA,"68ee09b8-01c7-428d-b639-fc71dcdb3422","30 apr 1933","yecorato",NA,NA,"idigbio","mlz_11430"
"350",NA,"preservedspecimen",NA,"51819","aves","birds",NA,NA,NA,NA,"north america","united states","usa","san diego",2007-09-06 00:00:00,"2015-04-09T21:06:29.292000+00:00","0.4",NA,NA,NA,NA,"19e366c7f8e365b4f98ca51242aaef20b4eca245","2007-09-06","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","butorides",NA,NA,"sdnhm","urn:lsid:biocol.org:col:34836",NA,"animalia",NA,NA,NA,NA,NA,"oceanside",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:sdnhm:birds:51819","pelecaniformes","chordata",NA,"e01c69a9-c561-4e3d-8a2e-cfeeb4d9528e","butorides virescens","virescens","california",NA,"695c151a-77e7-4ae3-9b39-c5ca15f318cb","9/6/2007","usa | ca | san diego | oceanside",NA,NA,"idigbio","sdnhm_51819"
"351",NA,"preservedspecimen",NA,"90407","aves","orn",NA,NA,"facility for animal care and treatment (fact)",NA,"north america","united states","usa","kern co.",2002-08-19 00:00:00,"2014-06-25T20:30:25.644000+00:00","0.333333333333333",NA,NA,NA,NA,"0eafd53a64f2164d1de6416d02eb91f00b7c458e",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae",NA,NA,"cas",NA,NA,"animalia",NA,NA,NA,NA,NA,"bakersfield, east 21st. street.",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:cas:orn:90407","pelecaniformes","chordata",NA,"b8cbed64-5126-46bd-97aa-43627743aba7","butorides virescens","virescens","california",NA,"696be604-91e4-4e67-b5fd-3034db394883","19 august 2002",NA,NA,NA,"idigbio","cas_90407"
"352",NA,"preservedspecimen",NA,"19844","aves","bird",NA,NA,"hoy, nelson d.",NA,"north america","united states","usa","delaware",1940-10-16 00:00:00,"2015-03-10T01:13:34.303000+00:00","0.416666666666667",NA,NA,NA,NA,"21b424f2c430f848a1b88acff40ca63b6450c97c","1940-10-16","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"tinicum marsh",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:19844","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","pennsylvania",NA,"6a257ad4-424e-4a5e-bd4c-4cf3ea2a71b4","16 oct 1940","north america | usa | pennsylvania | delaware | tinicum marsh",NA,NA,"idigbio","wfvz_19844"
"353",NA,"preserved specimen",NA,"2566.0","aves","birds",NA,NA,"g. m. sutton","green heron","north america","united states","usa","greer",1956-05-06 00:00:00,"2014-06-25T20:10:47.609000+00:00","0.4",NA,NA,NA,NA,"e4beb82c772fbbacd9c0e991ccb491cf6d6fb6cb","1956-05-06","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","34.98937","-99.67701",NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"6 miles north, 1 mile east of reed, station creek",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:2566","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","oklahoma",NA,"6ac9315a-e4d7-49e9-8df1-c0fa72e01c28","6 may 1956",NA,NA,NA,"idigbio","omnh_2566.0"
"354",NA,"preserved specimen",NA,"11023.0","aves","birds",NA,NA,"d. s. wood","green heron","north america","united states","usa","marshall",1976-06-09 00:00:00,"2014-06-25T20:02:23.248000+00:00","0.4",NA,NA,NA,NA,"2aa3363aaa607ec42b1afab93a423814e106c2fd","1976-06-09","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","33.87855","-96.86528",NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"2 miles west, 0.5 mile south of willis",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:11023","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","oklahoma",NA,"6b2dd82a-bf63-4a71-bc3c-cb152de4eca2","9 june 1976",NA,NA,NA,"idigbio","omnh_11023.0"
"355",NA,"preservedspecimen",NA,"205494","aves","eggs",NA,NA,"byron w. knoblock","green heron","north america","united states","usa","adams",1946-05-30 00:00:00,"2015-03-10T01:49:46.168000+00:00","0.4",NA,NA,NA,NA,"c41ec390f10f18733a184869593ff9b6c2ff64f5","1946-05-30","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205494","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","illinois",NA,"6c59edbc-7122-4786-927e-7736c005dcae",NA,"usa | illinois | adams",NA,NA,"idigbio","wfvz_205494"
"356",NA,"preservedspecimen",NA,"205455","aves","eggs",NA,NA,"r.d. hoyt","green heron","north america","united states","usa","pasco",1904-05-24 00:00:00,"2015-03-10T01:01:00.916000+00:00","0.416666666666667",NA,NA,NA,NA,"68a8bcdbd9e875b1d1f77fe774a392253e8adbc6","1904-05-24","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"wesley chapel, near seven oaks",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205455","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","florida",NA,"6c67f2da-ee65-41aa-9e2c-711f59f1b6f8",NA,"usa | florida | pasco | wesley chapel, near seven oaks",NA,NA,"idigbio","wfvz_205455"
"357",NA,"preservedspecimen",NA,"34664","aves","bird","urn:lsid:biocol.org:col:34966",NA,"m. martin","green heron","north america","united states","usa","alachua",1885-05-23 00:00:00,"2015-03-10T12:48:17.742000+00:00","0.466666666666667",NA,NA,NA,NA,"722059a65531b55d335b50a88cdb8ccf1b2fe244","1885-05-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","29.5364244","-82.5196838",NA,"FALSE","animalia | chordata | aves | ciconiiformes | ardeidae |  | butorides","1",NA,"uwbm","urn:lsid:biocol.org:col:34878",NA,"animalia",NA,NA,NA,NA,NA,"florida: alachua county; archer",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:uwbm:bird:34664","pelecaniformes","chordata",NA,"1ea148f3-17d9-4af8-b49f-bb17affe24d8","butorides virescens","virescens","florida",NA,"6d62f0d8-c7e5-4637-84d2-3547fb0e776e","23 may 1885","united states of america | florida | alachua |  |  | florida: alachua county; archer",NA,NA,"idigbio","uwbm_34664"
"358",NA,"preservedspecimen",NA,"205556","aves","eggs",NA,NA,"fred f. nyc, jr.","green heron","north america","united states","usa","matagorda",1924-05-27 00:00:00,"2015-03-10T01:49:38.007000+00:00","0.433333333333333",NA,NA,NA,NA,"2adaa5485dd0b35b197667c0691321f7fda3b4a9","1924-05-27","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","28.69056","-95.96722",NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"matagorda",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205556","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","texas",NA,"6d7f2c90-4299-44aa-a6aa-532d331659a5",NA,"usa | texas | matagorda | matagorda",NA,NA,"idigbio","wfvz_205556"
"359",NA,"preservedspecimen",NA,"67283","aves","bird specimens",NA,NA,"collector(s): c. f. underwood",NA,"north america","honduras","hnd",NA,1937-09-21 00:00:00,"2015-01-06T21:52:20.019000+00:00","0.366666666666667",NA,NA,NA,NA,"4f5b3f1f79795e467d4840b9cd0f3ce5ed57b84d","1937-09-21","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","14.1","-87.216667",NA,"FALSE","animalia chordata aves ciconiiformes ardeidae",NA,NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"tegucigalpa",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:mlz:bird:67283:1188479","pelecaniformes","chordata","u.s.k. 16","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","departamento francisco morazan",NA,"6d880d10-36a1-40f4-8b5d-5f67da7a425e","21 sep 1937","tegucigalpa",NA,NA,"idigbio","mlz_67283"
"360",NA,"preservedspecimen",NA,"bird-20538","aves","bird",NA,NA,"olympic wildlife rescue; j. healey 020",NA,"north america","united states","usa","lewis",1993-07-06 00:00:00,"2015-02-22T05:00:45.290000+00:00","0.416666666666667",NA,NA,NA,NA,"ce52bbd0b58908737dbfafcf7ff6bdf2f2ebee4b","1993-07-06","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","46.7162136","-122.9542972",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"centralia",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-20538","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","washington",NA,"6da5ddde-c9b0-441c-a4d2-d4b7971fb3e5",NA,"usa | washington | lewis | centralia",NA,NA,"idigbio","psm_bird-20538"
"361",NA,"preservedspecimen",NA,"zo-6940","aves","zo",NA,NA,NA,NA,"north america","united states","usa","rensselaer",1886-08-10 00:00:00,"2015-02-22T10:53:02.788000+00:00","0.4",NA,NA,NA,NA,"d93c90f55bd7d77fb8b099833185e048e18f0aa2","1886-08-10","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","42.72833","-73.69222",NA,"FALSE","animalia | chordata | aves | [not recorded] | ardeidae | butorides","1",NA,"nysm","urn:lsid:biocol.org:col:35009",NA,"animalia",NA,NA,NA,NA,NA,"troy twp.  [not recorded].",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:nysm:zo:zo-6940","pelecaniformes","chordata",NA,"a8f0fbaf-68b3-4e73-83d7-24d238ac966d","butorides virescens","virescens","new york",NA,"6dff55c0-6072-4d6f-a961-fa9cc9298677","1886-08-10","usa | new york | rensselaer | troy twp.  [not recorded].",NA,NA,"idigbio","nysm_zo-6940"
